"idDadosRepresa";"idReservatorio";"dataMedida";"nivelReservatorio";"volUtilReservatorio";"porVolUtilReservatorio";"geracao";"vazaoAfluente";"vazaoDefluente";"produtividade";"vazaoTurbinada";"vazaoVertida";"vazaoTurbinadaVazio"
"7446";"15";"2005-12-10";"765.1400146484375";\N;\N;\N;"1119";"670";\N;"670";"0";\N
"7447";"15";"2005-12-11";"765.2100219726562";\N;\N;\N;"1477";"428";\N;"428";"0";\N
"7448";"15";"2005-12-12";"765.3599853515625";\N;\N;\N;"2905";"657";\N;"657";"0";\N
"7449";"15";"2005-12-13";"765.47998046875";\N;\N;\N;"2469";"670";\N;"670";"0";\N
"7450";"15";"2005-12-14";"765.5599975585938";\N;\N;\N;"1829";"630";\N;"630";"0";\N
"7451";"15";"2005-12-15";"765.6300048828125";\N;\N;\N;"1690";"641";\N;"641";"0";\N
"7452";"15";"2005-12-16";"765.7000122070312";\N;\N;\N;"1686";"637";\N;"637";"0";\N
"7453";"15";"2005-12-17";"765.75";\N;\N;\N;"1336";"587";\N;"587";"0";\N
"7454";"15";"2005-12-18";"765.8099975585938";\N;\N;\N;"1535";"635";\N;"635";"0";\N
"7455";"15";"2005-12-19";"765.8699951171875";\N;\N;\N;"1514";"615";\N;"615";"0";\N
"7456";"15";"2005-12-20";"765.9199829101562";\N;\N;\N;"1435";"686";\N;"686";"0";\N
"7457";"15";"2005-12-21";"765.9600219726562";\N;\N;\N;"1382";"782";\N;"782";"0";\N
"7458";"15";"2005-12-22";"766.010009765625";\N;\N;\N;"1383";"627";\N;"627";"0";\N
"7459";"15";"2005-12-23";"766.0700073242188";\N;\N;\N;"1310";"368";\N;"368";"0";\N
"7460";"15";"2005-12-24";"766.0999755859375";\N;\N;\N;"925";"453";\N;"453";"0";\N
"7461";"15";"2005-12-25";"766.1599731445312";\N;\N;\N;"1305";"363";\N;"363";"0";\N
"7462";"15";"2005-12-26";"766.2100219726562";\N;\N;\N;"1361";"575";\N;"575";"0";\N
"7463";"15";"2005-12-27";"766.25";\N;\N;\N;"1216";"587";\N;"587";"0";\N
"7464";"15";"2005-12-28";"766.27001953125";\N;\N;\N;"1043";"729";\N;"729";"0";\N
"7465";"15";"2005-12-29";"766.280029296875";\N;\N;\N;"959";"802";\N;"802";"0";\N
"7466";"15";"2005-12-30";"766.2899780273438";\N;\N;\N;"760";"603";\N;"603";"0";\N
"7467";"15";"2005-12-31";"766.2999877929688";\N;\N;\N;"621";"464";\N;"464";"0";\N
"7468";"15";"2006-01-01";"766.3400268554688";\N;\N;\N;"974";"346";\N;"346";"0";\N
"7469";"15";"2006-01-02";"766.3900146484375";\N;\N;\N;"1466";"681";\N;"681";"0";\N
"7470";"15";"2006-01-03";"766.4600219726562";\N;\N;\N;"1599";"500";\N;"500";"0";\N
"7471";"15";"2006-01-04";"766.6099853515625";\N;\N;\N;"3053";"697";\N;"697";"0";\N
"7472";"15";"2006-01-05";"766.739990234375";\N;\N;\N;"2751";"710";\N;"710";"0";\N
"7473";"15";"2006-01-06";"766.8099975585938";\N;\N;\N;"2030";"931";\N;"714";"217";\N
"7474";"15";"2006-01-07";"766.8499755859375";\N;\N;\N;"2016";"1388";\N;"738";"650";\N
"7475";"15";"2006-01-08";"766.8599853515625";\N;\N;\N;"1695";"1538";\N;"888";"650";\N
"7476";"15";"2006-01-09";"766.9099731445312";\N;\N;\N;"2053";"1267";\N;"1051";"217";\N
"7477";"15";"2006-01-10";"766.9299926757812";\N;\N;\N;"1355";"1041";\N;"1041";"0";\N
"7478";"15";"2006-01-11";"766.9500122070312";\N;\N;\N;"1265";"951";\N;"951";"0";\N
"7479";"15";"2006-01-12";"766.969970703125";\N;\N;\N;"1208";"894";\N;"894";"0";\N
"7480";"15";"2006-01-13";"766.9500122070312";\N;\N;\N;"565";"879";\N;"879";"0";\N
"7481";"15";"2006-01-14";"766.9500122070312";\N;\N;\N;"699";"699";\N;"699";"0";\N
"7482";"15";"2006-01-15";"766.969970703125";\N;\N;\N;"951";"637";\N;"637";"0";\N
"7483";"15";"2006-01-16";"766.9600219726562";\N;\N;\N;"701";"858";\N;"858";"0";\N
"7484";"15";"2006-01-17";"766.9500122070312";\N;\N;\N;"765";"922";\N;"922";"0";\N
"7485";"15";"2006-01-18";"766.9299926757812";\N;\N;\N;"630";"944";\N;"944";"0";\N
"7486";"15";"2006-01-19";"766.9099731445312";\N;\N;\N;"609";"923";\N;"923";"0";\N
"7487";"15";"2006-01-20";"766.8900146484375";\N;\N;\N;"671";"985";\N;"985";"0";\N
"7488";"15";"2006-01-21";"766.8699951171875";\N;\N;\N;"590";"905";\N;"905";"0";\N
"7489";"15";"2006-01-22";"766.8200073242188";\N;\N;\N;"130";"915";\N;"915";"0";\N
"7490";"15";"2006-01-23";"766.7899780273438";\N;\N;\N;"540";"1012";\N;"1012";"0";\N
"7491";"15";"2006-01-24";"766.77001953125";\N;\N;\N;"661";"975";\N;"975";"0";\N
"7492";"15";"2006-01-25";"766.739990234375";\N;\N;\N;"492";"963";\N;"963";"0";\N
"7493";"15";"2006-01-26";"766.7100219726562";\N;\N;\N;"632";"1103";\N;"1103";"0";\N
"7494";"15";"2006-01-27";"766.6500244140625";\N;\N;\N;"17";"959";\N;"959";"0";\N
"7495";"15";"2006-01-28";"766.6599731445312";\N;\N;\N;"1008";"851";\N;"851";"0";\N
"7496";"15";"2006-01-29";"766.6799926757812";\N;\N;\N;"825";"511";\N;"511";"0";\N
"7497";"15";"2006-01-30";"766.7000122070312";\N;\N;\N;"1077";"763";\N;"763";"0";\N
"7498";"15";"2006-01-31";"766.6900024414062";\N;\N;\N;"546";"704";\N;"704";"0";\N
"7499";"15";"2006-02-01";"766.77001953125";\N;\N;\N;"1948";"691";\N;"691";"0";\N
"7500";"15";"2006-02-02";"766.77001953125";\N;\N;\N;"802";"802";\N;"802";"0";\N
"7501";"15";"2006-02-03";"766.77001953125";\N;\N;\N;"769";"769";\N;"769";"0";\N
"7502";"15";"2006-02-04";"766.780029296875";\N;\N;\N;"764";"607";\N;"607";"0";\N
"7503";"15";"2006-02-05";"766.780029296875";\N;\N;\N;"633";"633";\N;"633";"0";\N
"7504";"15";"2006-02-06";"766.780029296875";\N;\N;\N;"823";"823";\N;"823";"0";\N
"7505";"15";"2006-02-07";"766.760009765625";\N;\N;\N;"547";"861";\N;"861";"0";\N
"7506";"15";"2006-02-08";"766.72998046875";\N;\N;\N;"471";"942";\N;"942";"0";\N
"7507";"15";"2006-02-09";"766.7000122070312";\N;\N;\N;"449";"920";\N;"920";"0";\N
"7508";"15";"2006-02-10";"766.7000122070312";\N;\N;\N;"882";"882";\N;"882";"0";\N
"7509";"15";"2006-02-11";"766.719970703125";\N;\N;\N;"1114";"800";\N;"800";"0";\N
"7510";"15";"2006-02-12";"766.7999877929688";\N;\N;\N;"1619";"363";\N;"363";"0";\N
"7511";"15";"2006-02-13";"766.8400268554688";\N;\N;\N;"1342";"714";\N;"714";"0";\N
"7512";"15";"2006-02-14";"766.8900146484375";\N;\N;\N;"1587";"802";\N;"802";"0";\N
"7513";"15";"2006-02-15";"766.9199829101562";\N;\N;\N;"1236";"765";\N;"765";"0";\N
"7514";"15";"2006-02-16";"766.97998046875";\N;\N;\N;"1509";"566";\N;"566";"0";\N
"7515";"15";"2006-02-17";"767.0399780273438";\N;\N;\N;"1684";"718";\N;"718";"0";\N
"7516";"15";"2006-02-18";"767.1099853515625";\N;\N;\N;"1617";"520";\N;"520";"0";\N
"7517";"15";"2006-02-19";"767.1900024414062";\N;\N;\N;"1667";"361";\N;"361";"0";\N
"7518";"15";"2006-02-20";"767.219970703125";\N;\N;\N;"1279";"790";\N;"790";"0";\N
"7519";"15";"2006-02-21";"767.239990234375";\N;\N;\N;"1226";"900";\N;"900";"0";\N
"7520";"15";"2006-02-22";"767.239990234375";\N;\N;\N;"868";"868";\N;"868";"0";\N
"7521";"15";"2006-02-23";"767.25";\N;\N;\N;"1123";"960";\N;"960";"0";\N
"7522";"15";"2006-02-24";"767.239990234375";\N;\N;\N;"816";"979";\N;"979";"0";\N
"7523";"15";"2006-02-25";"767.239990234375";\N;\N;\N;"812";"812";\N;"812";"0";\N
"7524";"15";"2006-02-26";"767.25";\N;\N;\N;"856";"692";\N;"692";"0";\N
"7525";"15";"2006-02-27";"767.27001953125";\N;\N;\N;"1059";"733";\N;"733";"0";\N
"7526";"15";"2006-02-28";"767.27001953125";\N;\N;\N;"826";"826";\N;"826";"0";\N
"7527";"15";"2006-03-01";"767.2899780273438";\N;\N;\N;"948";"622";\N;"622";"0";\N
"7528";"15";"2006-03-02";"767.2999877929688";\N;\N;\N;"996";"833";\N;"833";"0";\N
"7529";"15";"2006-03-03";"767.3099975585938";\N;\N;\N;"976";"813";\N;"813";"0";\N
"7530";"15";"2006-03-04";"767.3300170898438";\N;\N;\N;"990";"664";\N;"664";"0";\N
"7531";"15";"2006-03-05";"767.3800048828125";\N;\N;\N;"1305";"489";\N;"489";"0";\N
"7532";"15";"2006-03-06";"767.4500122070312";\N;\N;\N;"1892";"749";\N;"749";"0";\N
"7533";"15";"2006-03-07";"767.530029296875";\N;\N;\N;"2285";"980";\N;"980";"0";\N
"7534";"15";"2006-03-08";"767.5900268554688";\N;\N;\N;"2381";"1401";\N;"1022";"379";\N
"7535";"15";"2006-03-09";"767.5999755859375";\N;\N;\N;"1829";"1666";\N;"1016";"650";\N
"7536";"15";"2006-03-10";"767.6199951171875";\N;\N;\N;"1960";"1634";\N;"984";"650";\N
"7537";"15";"2006-03-11";"767.6300048828125";\N;\N;\N;"1804";"1641";\N;"927";"715";\N
"7538";"15";"2006-03-12";"767.6400146484375";\N;\N;\N;"1915";"1752";\N;"725";"1027";\N
"7539";"15";"2006-03-13";"767.5700073242188";\N;\N;\N;"1054";"2196";\N;"1096";"1100";\N
"7540";"15";"2006-03-14";"767.52001953125";\N;\N;\N;"1070";"1886";\N;"1086";"800";\N
"7541";"15";"2006-03-15";"767.510009765625";\N;\N;\N;"1513";"1676";\N;"1026";"650";\N
"7542";"15";"2006-03-16";"767.5";\N;\N;\N;"1531";"1694";\N;"1044";"650";\N
"7543";"15";"2006-03-17";"767.489990234375";\N;\N;\N;"1581";"1744";\N;"1094";"650";\N
"7544";"15";"2006-03-18";"767.4600219726562";\N;\N;\N;"1079";"1569";\N;"919";"650";\N
"7545";"15";"2006-03-19";"767.4500122070312";\N;\N;\N;"1182";"1346";\N;"696";"650";\N
"7546";"15";"2006-03-20";"767.4400024414062";\N;\N;\N;"1089";"1252";\N;"927";"325";\N
"7547";"15";"2006-03-21";"767.4299926757812";\N;\N;\N;"890";"1053";\N;"1053";"0";\N
"7548";"15";"2006-03-22";"767.4199829101562";\N;\N;\N;"892";"1055";\N;"1055";"0";\N
"7549";"15";"2006-03-23";"767.4099731445312";\N;\N;\N;"773";"937";\N;"937";"0";\N
"7550";"15";"2006-03-24";"767.4099731445312";\N;\N;\N;"952";"952";\N;"952";"0";\N
"7551";"15";"2006-03-25";"767.4199829101562";\N;\N;\N;"1011";"848";\N;"848";"0";\N
"7552";"15";"2006-03-26";"767.4600219726562";\N;\N;\N;"1231";"578";\N;"578";"0";\N
"7553";"15";"2006-03-27";"767.489990234375";\N;\N;\N;"1252";"762";\N;"762";"0";\N
"7554";"15";"2006-03-28";"767.5";\N;\N;\N;"951";"788";\N;"788";"0";\N
"7555";"15";"2006-03-29";"767.52001953125";\N;\N;\N;"1071";"744";\N;"744";"0";\N
"7556";"15";"2006-03-30";"767.5499877929688";\N;\N;\N;"1143";"654";\N;"654";"0";\N
"7557";"15";"2006-03-31";"767.5800170898438";\N;\N;\N;"1249";"759";\N;"759";"0";\N
"7558";"15";"2006-04-01";"767.5999755859375";\N;\N;\N;"1111";"784";\N;"784";"0";\N
"7559";"15";"2006-04-02";"767.6300048828125";\N;\N;\N;"958";"469";\N;"469";"0";\N
"7560";"15";"2006-04-03";"767.6199951171875";\N;\N;\N;"448";"612";\N;"612";"0";\N
"7561";"15";"2006-04-04";"767.5999755859375";\N;\N;\N;"504";"830";\N;"830";"0";\N
"7562";"15";"2006-04-05";"767.5800170898438";\N;\N;\N;"472";"799";\N;"799";"0";\N
"7563";"15";"2006-04-06";"767.5700073242188";\N;\N;\N;"587";"750";\N;"750";"0";\N
"7564";"15";"2006-04-07";"767.5599975585938";\N;\N;\N;"594";"758";\N;"758";"0";\N
"7565";"15";"2006-04-08";"767.5599975585938";\N;\N;\N;"722";"722";\N;"722";"0";\N
"7566";"15";"2006-04-09";"767.5499877929688";\N;\N;\N;"409";"572";\N;"572";"0";\N
"7567";"15";"2006-04-10";"767.5499877929688";\N;\N;\N;"657";"657";\N;"657";"0";\N
"7568";"15";"2006-04-11";"767.5399780273438";\N;\N;\N;"656";"820";\N;"820";"0";\N
"7569";"15";"2006-04-12";"767.5399780273438";\N;\N;\N;"805";"805";\N;"805";"0";\N
"7570";"15";"2006-04-13";"767.5399780273438";\N;\N;\N;"874";"874";\N;"874";"0";\N
"7571";"15";"2006-04-14";"767.5599975585938";\N;\N;\N;"724";"398";\N;"398";"0";\N
"7572";"15";"2006-04-15";"767.5700073242188";\N;\N;\N;"663";"500";\N;"500";"0";\N
"7573";"15";"2006-04-16";"767.5900268554688";\N;\N;\N;"802";"475";\N;"475";"0";\N
"7574";"15";"2006-04-17";"767.6099853515625";\N;\N;\N;"1074";"748";\N;"748";"0";\N
"7575";"15";"2006-04-18";"767.6199951171875";\N;\N;\N;"823";"660";\N;"660";"0";\N
"7576";"15";"2006-04-19";"767.6199951171875";\N;\N;\N;"538";"538";\N;"538";"0";\N
"7577";"15";"2006-04-20";"767.6099853515625";\N;\N;\N;"574";"737";\N;"737";"0";\N
"7578";"15";"2006-04-21";"767.5999755859375";\N;\N;\N;"353";"516";\N;"516";"0";\N
"7579";"15";"2006-04-22";"767.5800170898438";\N;\N;\N;"264";"590";\N;"590";"0";\N
"7580";"15";"2006-04-23";"767.5800170898438";\N;\N;\N;"369";"369";\N;"369";"0";\N
"7581";"15";"2006-04-24";"767.5599975585938";\N;\N;\N;"456";"782";\N;"782";"0";\N
"7582";"15";"2006-04-25";"767.5399780273438";\N;\N;\N;"507";"834";\N;"834";"0";\N
"7583";"15";"2006-04-26";"767.52001953125";\N;\N;\N;"499";"825";\N;"825";"0";\N
"7584";"15";"2006-04-27";"767.5";\N;\N;\N;"455";"781";\N;"781";"0";\N
"7585";"15";"2006-04-28";"767.489990234375";\N;\N;\N;"699";"862";\N;"862";"0";\N
"7586";"15";"2006-04-29";"767.5";\N;\N;\N;"662";"499";\N;"499";"0";\N
"7587";"15";"2006-04-30";"767.52001953125";\N;\N;\N;"618";"292";\N;"292";"0";\N
"7588";"15";"2006-05-01";"767.5499877929688";\N;\N;\N;"661";"172";\N;"172";"0";\N
"7589";"15";"2006-05-02";"767.5399780273438";\N;\N;\N;"457";"620";\N;"620";"0";\N
"7590";"15";"2006-05-03";"767.52001953125";\N;\N;\N;"382";"708";\N;"708";"0";\N
"7591";"15";"2006-05-04";"767.510009765625";\N;\N;\N;"401";"564";\N;"564";"0";\N
"7592";"15";"2006-05-05";"767.5";\N;\N;\N;"417";"580";\N;"580";"0";\N
"7593";"15";"2006-05-06";"767.510009765625";\N;\N;\N;"472";"309";\N;"309";"0";\N
"7594";"15";"2006-05-07";"767.52001953125";\N;\N;\N;"420";"257";\N;"257";"0";\N
"7595";"15";"2006-05-08";"767.510009765625";\N;\N;\N;"261";"424";\N;"424";"0";\N
"7596";"15";"2006-05-09";"767.489990234375";\N;\N;\N;"491";"817";\N;"817";"0";\N
"7597";"15";"2006-05-10";"767.4600219726562";\N;\N;\N;"349";"838";\N;"838";"0";\N
"7598";"15";"2006-05-11";"767.4299926757812";\N;\N;\N;"280";"770";\N;"770";"0";\N
"7599";"15";"2006-05-12";"767.4000244140625";\N;\N;\N;"342";"831";\N;"831";"0";\N
"7600";"15";"2006-05-13";"767.3900146484375";\N;\N;\N;"391";"555";\N;"555";"0";\N
"7601";"15";"2006-05-14";"767.3900146484375";\N;\N;\N;"358";"358";\N;"358";"0";\N
"7602";"15";"2006-05-15";"767.3800048828125";\N;\N;\N;"501";"665";\N;"665";"0";\N
"7603";"15";"2006-05-16";"767.3800048828125";\N;\N;\N;"730";"730";\N;"730";"0";\N
"7604";"15";"2006-05-17";"767.3699951171875";\N;\N;\N;"716";"879";\N;"879";"0";\N
"7605";"15";"2006-05-18";"767.3400268554688";\N;\N;\N;"464";"953";\N;"953";"0";\N
"7606";"15";"2006-05-19";"767.3099975585938";\N;\N;\N;"556";"1046";\N;"1046";"0";\N
"7607";"15";"2006-05-20";"767.2999877929688";\N;\N;\N;"503";"666";\N;"666";"0";\N
"7608";"15";"2006-05-21";"767.2899780273438";\N;\N;\N;"478";"642";\N;"642";"0";\N
"7609";"15";"2006-05-22";"767.27001953125";\N;\N;\N;"521";"848";\N;"848";"0";\N
"7610";"15";"2006-05-23";"767.25";\N;\N;\N;"572";"898";\N;"898";"0";\N
"7611";"15";"2006-05-24";"767.219970703125";\N;\N;\N;"477";"966";\N;"966";"0";\N
"7612";"15";"2006-05-25";"767.1900024414062";\N;\N;\N;"451";"941";\N;"941";"0";\N
"7613";"15";"2006-05-26";"767.1599731445312";\N;\N;\N;"404";"893";\N;"893";"0";\N
"7614";"15";"2006-05-27";"767.1400146484375";\N;\N;\N;"315";"641";\N;"641";"0";\N
"7615";"15";"2006-05-28";"767.1300048828125";\N;\N;\N;"273";"436";\N;"436";"0";\N
"7616";"15";"2006-05-29";"767.0999755859375";\N;\N;\N;"278";"768";\N;"768";"0";\N
"7617";"15";"2006-05-30";"767.0599975585938";\N;\N;\N;"324";"977";\N;"977";"0";\N
"7618";"15";"2006-05-31";"767.030029296875";\N;\N;\N;"374";"864";\N;"864";"0";\N
"7619";"15";"2006-06-01";"766.989990234375";\N;\N;\N;"348";"994";\N;"994";"0";\N
"7620";"15";"2006-06-02";"766.9600219726562";\N;\N;\N;"556";"1027";\N;"1027";"0";\N
"7621";"15";"2006-06-03";"766.9400024414062";\N;\N;\N;"587";"901";\N;"901";"0";\N
"7622";"15";"2006-06-04";"766.9400024414062";\N;\N;\N;"543";"543";\N;"543";"0";\N
"7623";"15";"2006-06-05";"766.9199829101562";\N;\N;\N;"483";"797";\N;"797";"0";\N
"7624";"15";"2006-06-06";"766.8800048828125";\N;\N;\N;"498";"1126";\N;"1126";"0";\N
"7625";"15";"2006-06-07";"766.8300170898438";\N;\N;\N;"336";"1121";\N;"1121";"0";\N
"7626";"15";"2006-06-08";"766.780029296875";\N;\N;\N;"290";"1075";\N;"1075";"0";\N
"7627";"15";"2006-06-09";"766.72998046875";\N;\N;\N;"193";"978";\N;"978";"0";\N
"7628";"15";"2006-06-10";"766.6900024414062";\N;\N;\N;"124";"752";\N;"752";"0";\N
"7629";"15";"2006-06-11";"766.6599731445312";\N;\N;\N;"264";"736";\N;"736";"0";\N
"7630";"15";"2006-06-12";"766.6300048828125";\N;\N;\N;"418";"889";\N;"889";"0";\N
"7631";"15";"2006-06-13";"766.5999755859375";\N;\N;\N;"398";"869";\N;"869";"0";\N
"7632";"15";"2006-06-14";"766.5700073242188";\N;\N;\N;"454";"926";\N;"926";"0";\N
"7633";"15";"2006-06-15";"766.5399780273438";\N;\N;\N;"429";"900";\N;"900";"0";\N
"7634";"15";"2006-06-16";"766.52001953125";\N;\N;\N;"467";"781";\N;"781";"0";\N
"7635";"15";"2006-06-17";"766.5";\N;\N;\N;"454";"769";\N;"769";"0";\N
"7636";"15";"2006-06-18";"766.489990234375";\N;\N;\N;"315";"472";\N;"472";"0";\N
"7637";"15";"2006-06-19";"766.469970703125";\N;\N;\N;"537";"851";\N;"851";"0";\N
"7638";"15";"2006-06-20";"766.4299926757812";\N;\N;\N;"429";"1057";\N;"1057";"0";\N
"7639";"15";"2006-06-21";"766.3900146484375";\N;\N;\N;"409";"1037";\N;"1037";"0";\N
"7640";"15";"2006-06-22";"766.3499755859375";\N;\N;\N;"445";"1073";\N;"1073";"0";\N
"7641";"15";"2006-06-23";"766.2999877929688";\N;\N;\N;"284";"1070";\N;"1070";"0";\N
"7642";"15";"2006-06-24";"766.260009765625";\N;\N;\N;"266";"894";\N;"894";"0";\N
"7643";"15";"2006-06-25";"766.219970703125";\N;\N;\N;"209";"837";\N;"837";"0";\N
"7644";"15";"2006-06-26";"766.1799926757812";\N;\N;\N;"325";"953";\N;"953";"0";\N
"7645";"15";"2006-06-27";"766.1599731445312";\N;\N;\N;"505";"819";\N;"819";"0";\N
"7646";"15";"2006-06-28";"766.1400146484375";\N;\N;\N;"604";"918";\N;"918";"0";\N
"7647";"15";"2006-06-29";"766.1199951171875";\N;\N;\N;"495";"809";\N;"809";"0";\N
"7648";"15";"2006-06-30";"766.0999755859375";\N;\N;\N;"565";"879";\N;"879";"0";\N
"7649";"15";"2006-07-01";"766.0800170898438";\N;\N;\N;"620";"934";\N;"934";"0";\N
"7650";"15";"2006-07-02";"766.0599975585938";\N;\N;\N;"206";"520";\N;"520";"0";\N
"7651";"15";"2006-07-03";"766.02001953125";\N;\N;\N;"218";"846";\N;"846";"0";\N
"7652";"15";"2006-07-04";"765.97998046875";\N;\N;\N;"336";"950";\N;"950";"0";\N
"7653";"15";"2006-07-05";"765.9400024414062";\N;\N;\N;"230";"830";\N;"830";"0";\N
"7654";"15";"2006-07-06";"765.9000244140625";\N;\N;\N;"262";"861";\N;"861";"0";\N
"7655";"15";"2006-07-07";"765.8599853515625";\N;\N;\N;"292";"892";\N;"892";"0";\N
"7656";"15";"2006-07-08";"765.8499755859375";\N;\N;\N;"377";"527";\N;"527";"0";\N
"7657";"15";"2006-07-09";"765.8400268554688";\N;\N;\N;"334";"484";\N;"484";"0";\N
"7658";"15";"2006-07-10";"765.8200073242188";\N;\N;\N;"439";"739";\N;"739";"0";\N
"7659";"15";"2006-07-11";"765.7899780273438";\N;\N;\N;"550";"1000";\N;"1000";"0";\N
"7660";"15";"2006-07-12";"765.77001953125";\N;\N;\N;"558";"858";\N;"858";"0";\N
"7661";"15";"2006-07-13";"765.739990234375";\N;\N;\N;"460";"910";\N;"910";"0";\N
"7662";"15";"2006-07-14";"765.7100219726562";\N;\N;\N;"527";"977";\N;"977";"0";\N
"7663";"15";"2006-07-15";"765.6900024414062";\N;\N;\N;"551";"851";\N;"851";"0";\N
"7664";"15";"2006-07-16";"765.6900024414062";\N;\N;\N;"500";"500";\N;"500";"0";\N
"7665";"15";"2006-07-17";"765.6599731445312";\N;\N;\N;"334";"784";\N;"784";"0";\N
"7666";"15";"2006-07-18";"765.6199951171875";\N;\N;\N;"356";"955";\N;"955";"0";\N
"7667";"15";"2006-07-19";"765.5800170898438";\N;\N;\N;"311";"910";\N;"910";"0";\N
"7668";"15";"2006-07-20";"765.5399780273438";\N;\N;\N;"317";"916";\N;"916";"0";\N
"7669";"15";"2006-07-21";"765.5";\N;\N;\N;"273";"873";\N;"873";"0";\N
"7670";"15";"2006-07-22";"765.489990234375";\N;\N;\N;"309";"459";\N;"459";"0";\N
"7671";"15";"2006-07-23";"765.47998046875";\N;\N;\N;"232";"382";\N;"382";"0";\N
"7672";"15";"2006-07-24";"765.4400024414062";\N;\N;\N;"252";"851";\N;"851";"0";\N
"7673";"15";"2006-07-25";"765.4000244140625";\N;\N;\N;"327";"926";\N;"926";"0";\N
"7674";"15";"2006-07-26";"765.3599853515625";\N;\N;\N;"278";"878";\N;"878";"0";\N
"7675";"15";"2006-07-27";"765.3300170898438";\N;\N;\N;"381";"831";\N;"831";"0";\N
"7676";"15";"2006-07-28";"765.2899780273438";\N;\N;\N;"420";"1019";\N;"1019";"0";\N
"7677";"15";"2006-07-29";"765.280029296875";\N;\N;\N;"335";"485";\N;"485";"0";\N
"7678";"15";"2006-07-30";"765.2899780273438";\N;\N;\N;"317";"167";\N;"167";"0";\N
"7679";"15";"2006-07-31";"765.27001953125";\N;\N;\N;"507";"807";\N;"807";"0";\N
"7680";"15";"2006-08-01";"765.25";\N;\N;\N;"423";"723";\N;"723";"0";\N
"7681";"15";"2006-08-02";"765.22998046875";\N;\N;\N;"547";"847";\N;"847";"0";\N
"7682";"15";"2006-08-03";"765.1900024414062";\N;\N;\N;"472";"1072";\N;"1072";"0";\N
"7683";"15";"2006-08-04";"765.1500244140625";\N;\N;\N;"439";"1038";\N;"1038";"0";\N
"7684";"15";"2006-08-05";"765.1099853515625";\N;\N;\N;"328";"928";\N;"928";"0";\N
"7685";"15";"2006-08-06";"765.0800170898438";\N;\N;\N;"379";"829";\N;"829";"0";\N
"7686";"15";"2006-08-07";"765.030029296875";\N;\N;\N;"200";"950";\N;"950";"0";\N
"7687";"15";"2006-08-08";"764.969970703125";\N;\N;\N;"276";"1157";\N;"1157";"0";\N
"7688";"15";"2006-08-09";"764.9099731445312";\N;\N;\N;"268";"1129";\N;"1129";"0";\N
"7689";"15";"2006-08-10";"764.8499755859375";\N;\N;\N;"332";"1193";\N;"1193";"0";\N
"7690";"15";"2006-08-11";"764.7999877929688";\N;\N;\N;"393";"1111";\N;"1111";"0";\N
"7691";"15";"2006-08-12";"764.75";\N;\N;\N;"319";"1037";\N;"1037";"0";\N
"7692";"15";"2006-08-13";"764.72998046875";\N;\N;\N;"307";"594";\N;"594";"0";\N
"7693";"15";"2006-08-14";"764.6900024414062";\N;\N;\N;"371";"946";\N;"946";"0";\N
"7694";"15";"2006-08-15";"764.6400146484375";\N;\N;\N;"320";"1038";\N;"1038";"0";\N
"7695";"15";"2006-08-16";"764.5900268554688";\N;\N;\N;"321";"1038";\N;"1038";"0";\N
"7696";"15";"2006-08-17";"764.5399780273438";\N;\N;\N;"341";"1059";\N;"1059";"0";\N
"7697";"15";"2006-08-18";"764.489990234375";\N;\N;\N;"337";"1055";\N;"1055";"0";\N
"7698";"15";"2006-08-19";"764.4400024414062";\N;\N;\N;"337";"1055";\N;"1055";"0";\N
"7699";"15";"2006-08-20";"764.4000244140625";\N;\N;\N;"303";"877";\N;"877";"0";\N
"7700";"15";"2006-08-21";"764.3599853515625";\N;\N;\N;"197";"771";\N;"771";"0";\N
"7701";"15";"2006-08-22";"764.3099975585938";\N;\N;\N;"201";"918";\N;"918";"0";\N
"7702";"15";"2006-08-23";"764.260009765625";\N;\N;\N;"293";"1011";\N;"1011";"0";\N
"7703";"15";"2006-08-24";"764.2000122070312";\N;\N;\N;"214";"1076";\N;"1076";"0";\N
"7704";"15";"2006-08-25";"764.1400146484375";\N;\N;\N;"225";"1086";\N;"1086";"0";\N
"7705";"15";"2006-08-26";"764.0700073242188";\N;\N;\N;"127";"1131";\N;"1131";"0";\N
"7706";"15";"2006-08-27";"764.010009765625";\N;\N;\N;"96";"957";\N;"957";"0";\N
"7707";"15";"2006-08-28";"763.9500122070312";\N;\N;\N;"296";"1120";\N;"1120";"0";\N
"7708";"15";"2006-08-29";"763.8800048828125";\N;\N;\N;"223";"1175";\N;"1175";"0";\N
"7709";"15";"2006-08-30";"763.8200073242188";\N;\N;\N;"223";"1039";\N;"1039";"0";\N
"7710";"15";"2006-08-31";"763.760009765625";\N;\N;\N;"264";"1080";\N;"1080";"0";\N
"7711";"15";"2006-09-01";"763.7000122070312";\N;\N;\N;"281";"1097";\N;"1097";"0";\N
"7712";"15";"2006-09-02";"763.6400146484375";\N;\N;\N;"234";"1050";\N;"1050";"0";\N
"7713";"15";"2006-09-03";"763.5900268554688";\N;\N;\N;"300";"980";\N;"980";"0";\N
"7714";"15";"2006-09-04";"763.530029296875";\N;\N;\N;"213";"1029";\N;"1029";"0";\N
"7715";"15";"2006-09-05";"763.47998046875";\N;\N;\N;"279";"959";\N;"959";"0";\N
"7716";"15";"2006-09-06";"763.4299926757812";\N;\N;\N;"353";"1033";\N;"1033";"0";\N
